국가,국가코드,확진자,치료중,위중증,사망자,완치,치명(%),완치(%),발생률,인구수,Countries and regions,Doses administered,Enough for % of people,given 1+ dose,fully vaccinated,Daily rate of doses administered
루마니아,🇷🇴,1210810,69656.0,1267.0,36658,1104496.0,3.0,91.2,62939,19237691,Romania,10071932,26.0,28.2,27.5,16658
스웨덴,🇸🇪,1151173,50101.5,35.0,14808,1061881.0,1.3,93.35,113986,10099265,Sweden,13607052,65.9,69.0,62.8,35743
포르투갈,🇵🇹,1067775,30547.0,74.0,17962,1019266.0,1.7,95.5,104718,10196709,Portugal,15944324,77.6,86.9,84.0,31090
모로코,🇲🇦,929699,14280.0,552.0,14199,901220.0,1.5,96.9,25220,36910560,Morocco,40273386,56.6,61.6,51.6,262478
세르비아,🇷🇸,926269,125865.0,251.0,8142,792262.0,0.9,85.5,106012,8737371,Serbia,6409263,46.0,43.4,41.4,18286
카자흐스탄,🇰🇿,880709,53945.0,221.0,11100,815664.0,1.3,92.6,46904,18776707,Kazakhstan,13932708,37.4,40.3,34.3,56655
쿠바,🇨🇺,866808,32751.0,406.0,7330,826727.0,0.8,95.4,76528,11326616,Cuba,19991460,88.2,78.4,43.4,300725
스위스,🇨🇭,837767,66947.0,209.0,11079,759741.0,1.3,90.7,96800,8654622,Switzerland,10330401,60.4,64.1,55.3,28561
헝가리,🇭🇺,821526,7532.0,74.0,30179,783815.0,3.7,95.4,85041,9660351,Hungary,11167215,57.1,60.2,57.6,5617
요르단,🇯🇴,820798,12328.0,446.0,10697,797773.0,1.3,97.2,80446,10203134,Jordan,6942596,34.5,36.5,32.2,16609
네팔,🇳🇵,793271,18422.0,377.3333333333333,11115,763734.0,1.4,96.3,27226,29136808,Nepal,12645634,22.2,23.2,21.2,134788
베트남,🇻🇳,770640,191763.0,308.66666666666663,18936,559941.0,2.5,72.7,7917,97338579,Vietnam,38367246,19.9,31.5,8.2,610286
오스트리아,🇦🇹,738763,19917.0,240.0,10986,707860.0,1.5,95.8,82026,9006398,Austria,10792944,60.9,64.4,60.8,10382
아랍에미레이트,🇦🇪,735457,5518.0,278.0,2094,727845.0,0.3,99.0,74361,9890402,UAE,19872799,92.4,85.9,76.0,55176
튀니지,🇹🇳,705474,7242.0,316.0,24794,673438.0,3.5,95.5,59692,11818619,Tunisia,7425277,31.5,40.5,29.0,41843
그리스,🇬🇷,648091,25282.0,323.0,14727,608082.0,2.3,93.8,62494,10423054,Greece,12066901,56.3,59.8,56.5,22529
레바논,🇱🇧,622440,23142.0,200.0,8296,591002.0,1.3,94.9,91194,6825445,Lebanon,2929966,21.4,23.5,19.3,28922
조지아,🇬🇪,609340,19565.0,102.5,8884,580891.0,1.5,95.3,152749,3989167,Georgia,1749457,23.5,26.1,20.9,13488
과테말라,🇬🇹,550333,29162.0,5.0,13394,507777.0,2.4,92.3,30718,17915568,Guatemala,6682813,19.0,24.8,13.0,76298
사우디아라비아,🇸🇦,547035,2247.0,227.0,8709,536079.0,1.6,98.0,15713,34813871,Saudi Arabia,41770521,61.3,68.4,54.2,104852
벨라루스,🇧🇾,534104,13960.0,335.0,4114,516030.0,0.8,96.6,56523,9449323,Belarus,3389520,17.9,19.8,16.0,26145
코스타리카,🇨🇷,525999,94645.0,443.0,6277,425077.0,1.2,80.8,103256,5094118,Costa Rica,5278479,52.0,64.5,39.5,8303
스리랑카,🇱🇰,514592,46517.0,601.0,12731,455344.0,2.5,88.5,24075,21413249,Sri Lanka,26002445,59.6,65.9,53.2,162348
에콰도르,🇪🇨,508655,32028.0,759.0,32747,443880.0,6.4,87.3,28830,17643054,Ecuador,20571335,59.6,64.2,57.0,16381
볼리비아,🇧🇴,499202,22268.0,220.0,18707,458227.0,3.7,91.8,42765,11673021,Bolivia,6651655,28.8,36.7,26.7,29787
불가리아,🇧🇬,495397,42444.0,432.0,20638,432315.0,4.2,87.3,71296,6948445,Bulgaria,2513769,18.1,17.3,18.9,6080
아제르바이잔,🇦🇿,481401,21957.0,246.5,6476,452968.0,1.3,94.1,47479,10139177,Azerbaijan,8349945,41.8,47.2,36.4,53342
파나마,🇵🇦,466357,3564.0,61.0,7216,455577.0,1.5,97.7,108084,4314767,Panama,5367816,63.6,69.7,57.5,16408
파라과이,🇵🇾,459855,810.0,23.0,16191,442854.0,3.5,96.3,64473,7132538,Paraguay,4488153,31.4,36.7,26.1,9811
미얀마,🇲🇲,459436,28032.0,16.5,17583,413821.0,3.8,90.1,8444,54409800,Myanmar,9001616,8.5,10.5,6.6,163440
쿠웨이트,🇰🇼,411533,662.0,10.0,2447,408424.0,0.6,99.2,96365,4270571,Kuwait,2380000,25.1,56.2,19.4,12990
슬로바키아,🇸🇰,409621,10393.0,119.0,12606,386622.0,3.1,94.4,75027,5459642,Slovakia,4755737,43.6,44.8,41.2,5792
크로아티아,🇭🇷,401169,7100.0,102.0,8614,385455.0,2.1,96.1,97721,4105267,Croatia,3408049,41.9,44.4,41.6,5675
우루과이,🇺🇾,388572,1329.0,13.0,6053,381190.0,1.6,98.1,111860,3473730,Uruguay,6190557,88.0,77.6,72.9,22438
아일랜드,🇮🇪,385721,40953.0,66.0,5209,339559.0,1.4,88.0,78419,4937786,Ireland,7195154,72.7,76.1,74.0,9286
베네수엘라,🇻🇪,364758,12638.0,681.0,4427,347693.0,1.2,95.3,12827,28435940,Venezuela,14050000,25.3,31.6,18.9,246316
온두라스,🇭🇳,364605,245404.0,418.0,9705,109496.0,2.7,30.0,36812,9904607,Honduras,5196072,26.6,32.8,20.4,46577
덴마크,🇩🇰,357827,4745.0,15.0,2652,350430.0,0.7,97.9,61777,5792202,Denmark,8811697,75.9,76.7,75.1,4823
도미니카 공화국,🇩🇴,357517,4870.0,171.0,4041,348606.0,1.1,97.5,32957,10847910,Dominican Republic,11798933,57.0,58.2,55.5,23075
에티오피아,🇪🇹,342305,27928.0,791.0,5439,308938.0,1.6,90.3,2978,114963588,Ethiopia,3535329,1.8,2.9,0.8,50101
리비아,🇱🇾,337890,77152.0,497.0,4617,256121.0,1.4,75.8,49174,6871292,Libya,1546967,11.8,20.7,2.5,11809
리투아니아,🇱🇹,327896,23471.0,203.0,4946,299479.0,1.5,91.3,120449,2722289,Lithuania,3339375,60.0,61.8,58.2,21363
대한민국,🇰🇷,305842,32450.0,324.0,2464,270928.0,0.8,88.6,5965,51269185,South Korea,61329870,59.3,73.7,44.9,374506
오만,🇴🇲,303705,2358.0,20.0,4095,297252.0,1.3,97.9,59473,5106626,Oman,4636486,55.3,67.0,43.5,74904
이집트,🇪🇬,302327,30044.0,90.0,17224,255059.0,5.7,84.4,2954,102334404,Egypt,15057720,7.6,9.7,5.5,299053
몽골,🇲🇳,298919,12965.0,192.0,1242,284712.0,0.4,95.2,91181,3278290,Mongolia,4545348,68.9,68.3,64.5,16573
슬로베니아,🇸🇮,290994,13138.0,74.0,4553,273303.0,1.6,93.9,139972,2078938,Slovenia,2107230,52.0,54.0,47.9,6696
몰도바,🇲🇩,290043,9410.0,160.0,6713,273920.0,2.3,94.4,72200,4033963,Moldova,1388566,25.9,22.9,28.9,3566
바레인,🇧🇭,274877,750.0,4.0,1389,272738.0,0.5,99.2,161543,1701575,Bahrain,2561756,86.3,78.4,74.9,3352
아르메니아,🇦🇲,259779,13772.0,48.0,5277,240730.0,2.0,92.7,87667,2963243,Armenia,408535,6.9,8.9,4.8,5965
케냐,🇰🇪,248515,2734.0,92.0,5109,240672.0,2.1,96.8,4622,53771296,Kenya,3613357,3.8,5.7,1.9,34110
카타르,🇶🇦,236482,1332.0,16.0,605,234545.0,0.3,99.2,82082,2881053,Qatar,4696753,84.0,84.4,79.4,4560
보스니아 헤르체고비나,🇧🇦,233121,30361.0,20.5,10542,192218.0,4.5,82.5,71056,3280819,Bosnia and Herzegovina,1060145,16.1,19.2,12.9,7334
잠비아,🇿🇲,208912,418.0,25.0,3647,204847.0,1.7,98.1,11364,18383955,Zambia,702462,1.9,1.8,2.1,6706
나이지리아,🇳🇬,204752,9111.0,11.0,2690,192951.0,1.3,94.2,993,206139589,Nigeria,6552979,1.6,2.3,0.9,52334
알제리,🇩🇿,202877,58130.0,18.0,5786,138961.0,2.9,68.5,4627,43851044,Algeria,14082920,16.2,13.9,9.6,292376
북마케도니아,🇲🇰,189999,12017.0,19.5,6607,171375.0,3.5,90.2,91420,2083374,North Macedonia,1495762,36.0,37.6,34.3,6067
노르웨이,🇳🇴,187941,98138.0,21.0,851,88952.0,0.5,47.3,34668,5421241,Norway,7747721,72.3,77.2,67.5,18880
키르기스스탄,🇰🇬,178375,2766.0,131.0,2604,173005.0,1.5,97.0,27341,6524195,Kyrgyzstan,1411946,11.0,12.7,9.4,10432
보츠와나,🇧🇼,178050,2679.0,1.0,2367,173004.0,1.3,97.2,75714,2351627,Botswana,606699,12.8,17.2,9.5,2729
우즈베키스탄,🇺🇿,172899,3969.0,23.0,1230,167700.0,0.7,97.0,5166,33469203,Uzbekistan,18526941,27.9,29.4,11.1,155946
알바니아,🇦🇱,168188,10841.0,3.0,2653,154694.0,1.6,92.0,58443,2877797,Albania,1693555,29.5,32.5,26.5,6947
라트비아,🇱🇻,155880,8465.0,61.0,2700,144715.0,1.7,92.8,82642,1886198,Latvia,1616636,42.1,47.3,43.3,4355
아프가니스탄,🇦🇫,155128,23562.0,1124.0,7204,124362.0,4.6,80.2,3985,38928346,Afghanistan,3133227,4.2,2.6,1.2,765279
에스토니아,🇪🇪,154722,10700.0,19.0,1351,142671.0,0.9,92.2,116636,1326535,Estonia,1359926,51.3,57.0,45.6,3577
모잠비크,🇲🇿,150540,2042.0,32.0,1910,146588.0,1.3,97.4,4817,31255435,Mozambique,3644423,5.8,6.1,5.6,54234
핀란드,🇫🇮,140087,93025.0,25.0,1062,46000.0,0.8,32.8,25283,5540720,Finland,7523495,68.2,74.8,61.6,20972
몬테네그로,🇲🇪,130500,7223.0,18.5,1914,121363.0,1.5,93.0,207781,628066,Montenegro,450451,36.2,38.3,33.6,2039
짐바브웨,🇿🇼,129919,2866.0,12.0,4607,122446.0,3.5,94.2,8741,14862924,Zimbabwe,5234875,17.6,20.4,14.7,31405
나미비아,🇳🇦,127373,1126.0,16.0,3494,122753.0,2.7,96.4,50129,2540905,Namibia,407502,8.3,10.5,6.5,4761
가나,🇬🇭,127016,3410.0,42.0,1150,122456.0,0.9,96.4,4088,31072940,Ghana,1643172,2.7,2.9,2.5,6530
우간다,🇺🇬,123245,24040.0,327.0,3146,96059.0,2.6,77.9,2694,45741007,Uganda,2058553,2.6,4.1,1.0,90201
키프로스,🇨🇾,118181,26873.0,33.0,553,90755.0,0.5,76.8,97884,1207359,Cyprus,1146345,65.4,67.7,62.5,2315
캄보디아,🇰🇭,110792,6815.0,64.33333333333333,2287,101690.0,2.1,91.8,6627,16718965,Cambodia,23830570,72.2,79.6,66.0,239722
코소보,🇽🇰,107507,-85.0,95.66666666666666,2269,105323.0,2.1,98.0,59381,1810463,Kosovo,1274156,35.4,42.8,28.0,15307
엘살바도르,🇸🇻,104348,14286.0,127.0,3211,86851.0,3.1,83.2,16088,6486205,El Salvador,7349843,56.9,62.5,51.3,28000
호주,🇦🇺,100919,24882.0,301.0,1256,74781.0,1.2,74.1,3958,25499884,Australia,26806343,52.5,62.8,41.7,287756
르완다,🇷🇼,96982,50259.0,9.0,1258,45465.0,1.3,46.9,7488,12952218,Rwanda,3409470,13.7,16.4,11.6,17256
중국,🇨🇳,96081,982.0,18.0,4636,90463.0,4.8,94.2,67,1439323776,Mainland China,2200202000,78.6,78.6,73.0,3223429
싱가포르,🇸🇬,89539,14283.0,27.0,80,75176.0,0.1,84.0,15305,5850342,Singapore,9286999,81.4,82.1,79.2,22820
카메룬,🇨🇲,85414,3613.0,152.0,1368,80433.0,1.6,94.2,3218,26545863,Cameroon,461201,0.9,1.5,0.3,1267
몰디브,🇲🇻,84484,1577.0,23.0,231,82676.0,0.3,97.9,156294,540544,Maldives,727664,97.8,105.3,90.3,756
자메이카,🇯🇲,83030,28897.0,46.0,1841,52292.0,2.2,63.0,28040,2961167,Jamaica,715860,13.1,19.0,8.1,1506
룩셈부르크,🇱🇺,77930,1069.0,8.0,835,76026.0,1.1,97.6,124493,625978,Luxembourg,783832,63.8,67.5,65.1,512
세네갈,🇸🇳,73757,208.0,9.0,1855,71694.0,2.5,97.2,4405,16743927,Senegal,1784832,5.5,7.6,3.5,2395
말라위,🇲🇼,61517,4571.0,67.0,2278,54668.0,3.7,88.9,3216,19129952,Malawi,1087426,2.7,3.9,2.4,8588
코트디부아르,🇨🇮,59977,1764.0,47.33333333333333,607,57606.0,1.0,96.0,2274,26378274,Ivory Coast,1968171,3.7,5.6,1.4,29585
콩고민주공화국,🇨🇩,56862,24920.0,27.666666666666664,1084,30858.0,1.9,54.3,635,89561403,DR Congo,134945,0.1,0.1,0.1,637
앙골라,🇦🇴,55583,6742.0,8.0,1513,47328.0,2.7,85.1,1691,32866272,Angola,3134137,5.2,7.1,3.3,44858
피지,🇫🇯,50872,13527.0,10.0,621,36724.0,1.2,72.2,56749,896445,Fiji,975268,54.5,65.7,43.3,9017
트리니다드 토바고,🇹🇹,50055,4213.0,22.0,1464,44378.0,2.9,88.7,35767,1399488,Trinidad and Tobago,1045498,37.5,41.5,34.3,3358
에스와티니,🇸🇿,45812,616.0,10.0,1213,43983.0,2.6,96.0,39488,1160164,Eswatini,240002,10.8,18.7,17.9,1275
마다가스카르,🇲🇬,42898,618.0,3.0,958,41322.0,2.2,96.3,1549,27691018,Madagascar,417648,0.8,0.7,0.7,5145
수리남,🇸🇷,40476,12734.0,19.0,861,26881.0,2.1,66.4,68997,586632,Suriname,391985,32.8,37.6,28.0,2161
수단,🇸🇩,38217,3273.0,21.0,2900,32044.0,7.6,83.8,872,43849260,Sudan,1650828,1.9,1.5,1.3,21549
카보베르데,🇨🇻,37472,646.0,23.0,336,36490.0,0.9,97.4,67397,555987,Cape Verde,414300,37.7,51.7,21.8,4083
몰타 공화국,🇲🇹,37119,766.0,3.0,457,35896.0,1.2,96.7,84067,441543,Malta,816767,82.7,85.1,85.0,716
모리타니,🇲🇷,35889,718.0,22.0,772,34399.0,2.2,95.8,7719,4649658,Mauritania,890122,11.0,7.9,0.5,2501
가이아나,🇬🇾,31236,3907.0,30.0,772,26557.0,2.5,85.0,39713,786552,Guyana,533843,34.0,44.8,23.2,3349
기니,🇬🇳,30364,1234.0,24.0,378,28752.0,1.2,94.7,2312,13132795,Guinea,1699898,6.2,8.5,3.9,36444
가봉,🇬🇦,29515,2691.0,26.0,183,26641.0,0.6,90.3,13261,2225734,Gabon,180320,4.3,4.9,3.8,1283
토고,🇹🇬,25252,2592.0,15.5,227,22433.0,0.9,88.8,3050,8278724,Togo,997632,6.2,7.4,4.8,23544
베냉,🇧🇯,22958,5510.0,5.0,154,17294.0,0.7,75.3,1894,12123200,Benin,226269,1.0,1.3,0.2,1696
라오스,🇱🇦,22441,16857.0,8.333333333333334,16,5568.0,0.1,24.8,3084,7275560,Laos,4402770,30.7,39.1,26.7,9906
세이셸,🇸🇨,21347,329.0,11.666666666666668,115,20903.0,0.5,97.9,217058,98347,Seychelles,148402,77.3,80.5,74.1,154
바하마,🇧🇸,20775,1931.0,15.0,523,18321.0,2.5,88.2,52830,393244,Bahamas,184461,24.2,30.0,18.4,411
소말리아,🇸🇴,19980,9346.0,12.5,1111,9523.0,5.6,47.7,1257,15893222,Somalia,464359,1.5,1.7,1.2,10602
벨리즈,🇧🇿,19945,1972.0,10.0,405,17568.0,2.0,88.1,50160,397628,Belize,304218,37.3,47.6,28.2,2894
파푸아뉴기니,🇵🇬,19523,943.0,7.0,227,18353.0,1.2,94.0,2182,8947024,Papua New Guinea,164776,1.0,1.4,0.5,2517
동티모르,🇹🇱,19445,838.0,7.0,114,18493.0,0.6,95.1,14748,1318445,Timor-Leste,675891,26.1,32.8,19.4,4083
타지키스탄,🇹🇯,17084,0.0,7.0,124,16960.0,0.7,99.3,1791,9537645,Tajikistan,3872421,20.8,24.8,16.8,70941
대만,🇹🇼,16205,1621.0,7.0,842,13742.0,5.2,84.8,680,23816775,Taiwan,14430076,30.6,52.0,9.1,163068
아루바,🇦🇼,15432,253.0,7.0,166,15013.0,1.1,97.3,144540,106766,Aruba,155660,69.5,72.5,66.5,146
모리셔스,🇲🇺,15391,13458.0,5.5,79,1854.0,0.5,12.0,12102,1271768,Mauritius,1633952,64.5,66.8,62.2,1155
안도라,🇦🇩,15189,78.0,4.0,130,14981.0,0.9,98.6,196622,77265,Andorra,93430,60.7,67.0,54.3,98
말리,🇲🇱,15165,347.0,4.0,547,14271.0,3.6,94.1,749,20250833,Mali,405053,1.1,1.7,0.5,1290
레소토,🇱🇸,14395,7162.0,4.0,403,6830.0,2.8,47.4,6720,2142249,Lesotho,332954,8.1,12.2,11.7,6246
콩고공화국,🇨🇬,14244,1630.0,4.0,193,12421.0,1.4,87.2,2581,5518087,Republic of the Congo,329905,3.6,4.7,2.5,1525
부르키나파소,🇧🇫,14199,162.0,4.0,181,13856.0,1.3,97.6,679,20903273,Burkina Faso,254545,0.6,1.2,0.8,8839
니카라과,🇳🇮,13730,9302.0,4.0,203,4225.0,1.5,30.8,2073,6624554,Nicaragua,788502,6.0,7.7,4.4,2155
지부티,🇩🇯,12253,253.0,4.0,162,11838.0,1.3,96.6,12402,988000,Djibouti,67229,3.1,3.8,2.4,174
홍콩,🇭🇰,12209,99.0,4.0,213,11897.0,1.7,97.4,1629,7496981,Hong Kong,8600780,57.2,59.4,55.0,27967
남수단,🇸🇸,11954,256.0,4.0,128,11570.0,1.1,96.8,1068,11193725,South Sudan,103751,0.4,0.6,0.2,1102
적도 기니,🇬🇶,11806,1439.0,1.0,142,10225.0,1.2,86.6,8415,1402985,Equatorial Guinea,387510,14.2,16.4,12.1,2622
아이슬란드,🇮🇸,11760,355.0,3.0,33,11372.0,0.3,96.7,34462,341243,Iceland,551110,77.2,78.8,77.2,985
중앙아프리카 공화국,🇨🇫,11371,4412.0,2.0,100,6859.0,0.9,60.3,2354,4829767,Central African Republic,187160,2.0,3.0,0.2,212
세인트루시아,🇱🇨,11231,2171.0,15.0,186,8874.0,1.7,79.0,61162,183627,St. Lucia,75827,21.1,24.9,17.2,583
감비아,🇬🇲,9930,24.0,3.0,335,9571.0,3.4,96.4,4109,2416668,Gambia,207195,4.4,7.8,7.1,357
예멘,🇾🇪,8988,1715.0,23.0,1703,5570.0,18.9,62.0,302,29825964,Yemen,322934,0.5,1.0,0.1,244
바베이도스,🇧🇧,7764,1062.0,12.0,68,6634.0,0.9,85.4,27017,287375,Barbados,234124,40.8,46.1,35.5,1517
맨섬,🇮🇲,7455,308.0,1.0,51,7096.0,0.7,95.2,88319,85033,Isle of Man,129302,76.1,77.0,75.1,232
브루나이,🇧🇳,6813,2192.0,34.0,39,4582.0,0.6,67.3,15573,437479,Brunei,443676,48.2,58.7,37.8,5475
시에라리온,🇸🇱,6393,1892.0,19.0,121,4380.0,1.9,68.5,801,7976983,Sierra Leone,232375,1.5,2.4,0.5,805
기니비사우,🇬🇼,6099,681.0,4.0,135,5283.0,2.2,86.6,3099,1968001,Guinea-Bissau,94715,2.7,4.9,0.4,3807
니제르,🇳🇪,5990,43.0,3.0,201,5746.0,3.4,95.9,247,24206644,Niger,621853,1.3,1.7,0.4,9294
라이베리아,🇱🇷,5794,53.0,2.0,283,5458.0,4.9,94.2,1146,5057681,Liberia,284246,3.1,2.3,0.6,9750
지브롤터,🇬🇮,5532,62.0,2.0,97,5373.0,1.8,97.1,164198,33691,Gibraltar,79502,116.9,117.4,116.4,28
산마리노,🇸🇲,5428,27.0,2.0,91,5310.0,1.7,97.8,159972,33931,San Marino,47088,69.2,71.8,71.8,11
버뮤다,🇧🇲,5145,1470.0,1.0,62,3613.0,1.2,70.2,82613,62278,Bermuda,86676,68.8,69.6,68.0,60
차드,🇹🇩,5034,7.0,4.0,174,4853.0,3.5,96.4,306,16425864,Chad,142548,0.4,0.7,0.2,2785
그레나다,🇬🇩,5005,1795.0,7.0,130,3080.0,2.6,61.5,44480,112523,Grenada,55663,25.5,30.4,20.7,579
신트마르턴,🇸🇽,4235,157.0,10.0,66,4012.0,1.6,94.7,98773,42876,Sint Maarten,49310,58.7,61.2,56.2,22
뉴질랜드,🇳🇿,4204,216.0,5.0,27,3961.0,0.6,94.2,872,4822233,New Zealand,5045901,51.2,65.8,36.7,40461
코모로,🇰🇲,4128,21.0,3.5,147,3960.0,3.6,95.9,4747,869601,Comoros,336863,19.3,20.0,18.5,249
세인트빈센트 그레나딘,🇻🇨,3359,953.0,2.0,18,2388.0,0.5,71.1,30278,110940,St. Vincent and the Grenadines,33077,15.0,18.2,11.9,113
상투메 프린시페,🇸🇹,3349,620.0,2.0,49,2680.0,1.5,80.0,15550,219159,Sao Tome and Principe,82679,19.4,28.4,8.5,2448
모나코,🇲🇨,3306,28.0,2.0,33,3245.0,1.0,98.2,84246,39242,Monaco,49980,64.1,68.4,59.8,120
도미니카 연방,🇩🇲,3293,598.0,5.5,15,2680.0,0.5,81.4,45745,71986,Dominica,44624,31.4,33.3,29.6,82
앤티가 바부다,🇦🇬,2923,977.0,9.0,64,1882.0,2.2,64.4,29848,97929,Antigua and Barbuda,86542,44.6,49.4,38.0,749
터크스 케이커스 제도,🇹🇨,2834,62.0,1.0,23,2749.0,0.8,97.0,73198,38717,Turks & Caicos,52374,68.9,72.2,65.6,77
부탄,🇧🇹,2600,4.0,1.0,3,2593.0,0.1,99.7,3370,771608,Bhutan,1068414,71.7,77.1,66.3,3185
세인트키츠 네비스,🇰🇳,1872,885.0,1.0,11,976.0,0.6,52.1,35189,53199,Saint Kitts and Nevis,47098,41.3,44.2,38.5,31
페로 제도,🇫🇴,1140,79.0,1.3333333333333333,2,1059.0,0.2,92.9,23331,48863,Faroe Islands,73959,75.5,77.5,73.5,86
케이맨 제도,🇰🇾,812,49.0,1.6666666666666665,2,761.0,0.2,93.7,12355,65722,Cayman Islands,109789,84.5,84.4,84.4,1251
그린란드,🇬🇱,565,167.0,2.0,0,398.0,-,70.4,10058,56770,Greenland,102357,89.8,124.5,64.3,300
앵귈라,🇦🇮,389,26.0,2.0,1,362.0,0.3,93.1,25928,15003,Anguilla,18584,61.9,63.3,60.6,2
마카오,🇲🇴,70,7.0,2.0,0,63.0,-,90.0,108,649335,Macau,649564,47.8,51.2,44.6,4123
포클랜드 제도,🇫🇰,67,4.0,2.0,0,63.0,-,94.0,19253,3480,Falkland Islands,4407,73.5,87.7,59.2,202
몬트세랫,🇲🇸,33,2.0,2.0,1,30.0,3.0,90.9,6611,4992,Montserrat,2871,28.7,29.7,27.8,2
솔로몬 제도,🇸🇧,20,0.0,2.0,0,20.0,-,100.0,29,686884,Solomon Islands,97744,7.6,11.6,3.6,2902
사모아,🇼🇸,3,0.0,2.0,0,3.0,-,100.0,15,198414,Samoa,149431,37.2,49.3,25.0,981
세인트헬레나,🇸🇭,2,0.0,2.0,0,2.0,-,100.0,329,6077,St. Helena,7892,65.8,72.7,58.9,8
