areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
overview,United Kingdom,K02000001,2020-04-30,551,28540
overview,United Kingdom,K02000001,2020-04-29,572,27989
overview,United Kingdom,K02000001,2020-04-28,561,27417
overview,United Kingdom,K02000001,2020-04-27,594,26856
overview,United Kingdom,K02000001,2020-04-26,633,26262
overview,United Kingdom,K02000001,2020-04-25,647,25629
overview,United Kingdom,K02000001,2020-04-24,683,24982
overview,United Kingdom,K02000001,2020-04-23,678,24299
overview,United Kingdom,K02000001,2020-04-22,731,23621
overview,United Kingdom,K02000001,2020-04-21,744,22890
overview,United Kingdom,K02000001,2020-04-20,783,22146
overview,United Kingdom,K02000001,2020-04-19,769,21363
overview,United Kingdom,K02000001,2020-04-18,800,20594
overview,United Kingdom,K02000001,2020-04-17,819,19794
overview,United Kingdom,K02000001,2020-04-16,844,18975
overview,United Kingdom,K02000001,2020-04-15,878,18131
overview,United Kingdom,K02000001,2020-04-14,857,17253
overview,United Kingdom,K02000001,2020-04-13,896,16396
overview,United Kingdom,K02000001,2020-04-12,959,15500
overview,United Kingdom,K02000001,2020-04-11,956,14541
overview,United Kingdom,K02000001,2020-04-10,944,13585
overview,United Kingdom,K02000001,2020-04-09,1001,12641
overview,United Kingdom,K02000001,2020-04-08,1076,11640
overview,United Kingdom,K02000001,2020-04-07,999,10564
overview,United Kingdom,K02000001,2020-04-06,895,9565
overview,United Kingdom,K02000001,2020-04-05,917,8670
overview,United Kingdom,K02000001,2020-04-04,906,7753
overview,United Kingdom,K02000001,2020-04-03,840,6847
overview,United Kingdom,K02000001,2020-04-02,806,6007
overview,United Kingdom,K02000001,2020-04-01,769,5201
overview,United Kingdom,K02000001,2020-03-31,661,4432
overview,United Kingdom,K02000001,2020-03-30,591,3771
overview,United Kingdom,K02000001,2020-03-29,506,3180
overview,United Kingdom,K02000001,2020-03-28,436,2674
overview,United Kingdom,K02000001,2020-03-27,398,2238
overview,United Kingdom,K02000001,2020-03-26,362,1840
overview,United Kingdom,K02000001,2020-03-25,303,1478
overview,United Kingdom,K02000001,2020-03-24,237,1175
overview,United Kingdom,K02000001,2020-03-23,186,938
overview,United Kingdom,K02000001,2020-03-22,164,752
overview,United Kingdom,K02000001,2020-03-21,130,588
overview,United Kingdom,K02000001,2020-03-20,109,458
overview,United Kingdom,K02000001,2020-03-19,74,349
overview,United Kingdom,K02000001,2020-03-18,68,275
overview,United Kingdom,K02000001,2020-03-17,52,207
overview,United Kingdom,K02000001,2020-03-16,47,155
overview,United Kingdom,K02000001,2020-03-15,32,108
overview,United Kingdom,K02000001,2020-03-14,22,76
overview,United Kingdom,K02000001,2020-03-13,16,54
overview,United Kingdom,K02000001,2020-03-12,13,38
overview,United Kingdom,K02000001,2020-03-11,8,25
overview,United Kingdom,K02000001,2020-03-10,3,17
overview,United Kingdom,K02000001,2020-03-09,5,14
overview,United Kingdom,K02000001,2020-03-08,3,9
overview,United Kingdom,K02000001,2020-03-07,0,6
overview,United Kingdom,K02000001,2020-03-06,0,6
overview,United Kingdom,K02000001,2020-03-05,3,6
overview,United Kingdom,K02000001,2020-03-04,0,3
overview,United Kingdom,K02000001,2020-03-03,2,3
overview,United Kingdom,K02000001,2020-03-02,1,1
